query: What problems and concerns are there in making up descriptive titles?  
What difficulties are involved in automatically retrieving articles from 
approximate titles?  
20 1.0215627320724867
26 3.662683461575803
28 2.685437305476368
31 1.0215627320724867
33 2.064085620182688
44 1.0215627320724867
46 1.933299279922401
51 2.5075386791033933
56 1.0215627320724867
58 1.0215627320724867
61 2.064085620182688
71 1.4859759470309066
73 2.1949666553615312
74 1.933299279922401
75 1.0215627320724867
76 2.685437305476368
77 3.662683461575803
81 1.4859759470309066
query: Describe presently working and planned systems for publishing and printing 
original papers by computer, and then saving the byproduct, articles coded in 
data-processing form, for further use in retrieval.

Document_ID Similarity
1 2.5286047765444644
2 2.144266142549381
3 0.4033015229474622
4 0.9207771622001034
5 1.4758455751393378
7 1.4248642550199488
8 0.8323896457884558
9 2.1461161679527967
11 5.390863938623224
12 0.9049118613558191
13 0.6397928168932379
15 3.886465700763873
16 6.35824653131535
17 0.6070777966276687
18 1.0215627320724867
19 5.249204214333706
20 1.5462701107241004
21 1.12455343588031
22 1.1858962066626848
25 3.9432327182694875
30 1.740964619601919
31 2.0431254641449734
32 0.4033015229474622
33 2.3604910088879167
34 0.9207771622001034
27 0.2651190444625813
36 1.2253390057526932
37 1.1840274415998797
35 2.601071768495784
39 1.4850297066604836
40 0.7080655714222708
42 2.486574518979232
43 3.00370053396711
44 2.5873600888516153
46 2.742260924067166
47 1.2217794272607074
50 0.6070777966276687
51 2.8685576036217464
52 1.3996257833150656
54 2.8631170564726935
56 2.486574518979232
57 1.9201193622242385
58 2.701184580892031
59 0.9207771622001034
62 0.2651190444625813
63 1.4892861931566086
64 1.8023073903842939
65 1.8791470980868
66 1.0689420033582557
67 3.3959649373635763
68 2.1839111465616083
69 1.7301308313693264
70 3.8149056612397123
71 3.161594310433725
75 5.005767714479413
76 0.9207771622001034
77 2.3456414172200524
78 0.8435690905734443
79 0.6070777966276687
81 1.0215627320724867
82 0.4033015229474622
query: Describe information retrieval and indexing in other languages.
What bearing does it have on the science in general?

Document_ID Similarity
3 0.9063125707418561
2 0.2651190444625813
6 1.075672791818106
10 1.0289797822679638
11 1.9244744656748853
8 0.5442346247066419
12 0.2651190444625813
14 0.5442346247066419
15 1.0357274648535282
16 3.214204011256461
21 1.2327560559481703
22 0.8093536691692231
26 1.4935058192617823
27 0.2651190444625813
28 0.8718965181378995
29 1.6779768250957063
30 1.0690195761711405
33 1.7206981919946789
39 0.3010022650606039
40 0.6966115875593776
41 0.5442346247066419
43 1.319789827604541
44 0.5442346247066419
45 0.9063125707418561
46 2.7496779742626427
47 1.9789790901563102
48 0.5442346247066419
50 2.8048480421759905
57 1.450547195448498
58 1.007676805388766
60 2.196042116323432
61 4.187972923396334
62 0.2651190444625813
64 0.32646181524495604
65 0.8718965181378995
67 1.614378142164127
69 0.2651190444625813
71 0.2651190444625813
72 0.6966115875593776
74 0.6966115875593776
79 1.4935058192617823
query: What possibilities are there for automatic grammatical and contextual analysis 
of articles for inclusion in an information retrieval system?

Document_ID Similarity
3 0.4033015229474622
1 0.7284836523318202
7 1.4248642550199488
9 1.689752220711113
11 0.7284836523318202
12 0.2651190444625813
2 1.9975043242887955
16 1.2253390057526932
17 0.6070777966276687
20 0.5247073786516138
22 0.2651190444625813
23 1.6870991926987273
25 3.4889498752026364
26 5.008613222864524
27 0.2651190444625813
30 0.2651190444625813
32 0.4033015229474622
39 1.4431557526691183
41 2.1637162196810014
43 0.6070777966276687
47 0.3010022650606039
51 0.4033015229474622
52 0.5957252516065061
50 0.6070777966276687
61 1.3290837568787521
62 0.2651190444625813
65 0.4033015229474622
64 1.4686153028534705
66 0.5247073786516138
69 1.286681776535068
70 1.8537911355303658
71 2.3292046646452693
75 3.2062391077912022
77 0.4033015229474622
79 0.6070777966276687
82 4.065984984523265
query: The use of abstract mathematics in information retrieval, e.g. group theory.

Document_ID Similarity
6 1.6796218488195442
2 0.2651190444625813
8 1.9201193622242385
12 0.2651190444625813
22 0.2651190444625813
27 0.2651190444625813
30 0.2651190444625813
39 0.3010022650606039
40 1.4758455751393378
47 0.3010022650606039
50 5.614003864084013
54 3.662683461575803
62 1.740964619601919
64 0.32646181524495604
67 1.9201193622242385
69 0.2651190444625813
71 0.2651190444625813
82 3.662683461575803
query: What is the need for information consolidation, evaluation, and retrieval in 
scientific research?

Document_ID Similarity
1 1.2253390057526932
7 1.1421534876085144
2 0.2651190444625813
9 1.689752220711113
12 0.2651190444625813
13 1.1421534876085144
21 1.2253390057526932
22 0.2651190444625813
23 1.0215627320724867
26 2.2678618938628943
27 1.286681776535068
30 0.2651190444625813
39 2.365087885243292
40 1.1421534876085144
41 1.0215627320724867
46 3.2062391077912022
47 0.3010022650606039
62 0.2651190444625813
64 0.32646181524495604
65 1.0215627320724867
69 0.2651190444625813
71 0.2651190444625813
74 1.0215627320724867
77 1.1421534876085144
80 1.3290837568787521
81 1.1421534876085144
2 0.6966115875593776
query: Give methods for high speed publication, printing, and distribution of 
scientific journals.

Document_ID Similarity
4 4.792941874420226
7 2.6179990627478524
9 3.7246559083007638
11 0.835055756808369
13 2.628129434639421
14 2.2386799612698574
16 1.4758455751393378
17 1.0864325876595748
19 2.3210317038392754
22 0.6966115875593776
25 1.4758455751393378
30 1.0289797822679638
32 1.9201193622242385
33 1.1421534876085144
34 0.6966115875593776
35 0.835055756808369
36 2.6179990627478524
38 1.4859759470309066
40 3.119362732025398
41 0.6966115875593776
42 3.196543767134017
46 1.9772092444168834
57 1.9201193622242385
58 3.893155354693394
69 0.835055756808369
70 0.6966115875593776
73 3.893155354693394
74 2.555753948803048
75 2.8264319329660945
77 1.838765075167892
78 0.6966115875593776
81 3.6979074364115623
query: What criteria have been developed for the objective evaluation of information 
retrieval and dissemination systems?

Document_ID Similarity
3 0.4033015229474622
2 0.6684205674100434
1 2.8921998720128212
4 2.0629306498086177
5 5.686038210332606
6 1.12455343588031
7 0.4033015229474622
8 1.1421534876085144
11 0.7284836523318202
12 0.2651190444625813
17 0.6070777966276687
14 1.1421534876085144
19 1.12455343588031
20 0.5247073786516138
21 1.2253390057526932
22 0.2651190444625813
23 1.0215627320724867
25 0.4033015229474622
27 1.286681776535068
30 0.2651190444625813
32 0.4033015229474622
36 2.2678618938628943
37 1.1421534876085144
38 1.12455343588031
39 0.3010022650606039
40 2.0629306498086177
41 1.0215627320724867
45 0.9207771622001034
43 0.6070777966276687
47 0.3010022650606039
51 0.4033015229474622
50 2.6711634168103564
52 0.5957252516065061
62 0.2651190444625813
64 0.32646181524495604
65 1.4248642550199488
66 0.5247073786516138
69 2.3280496942711992
70 0.5247073786516138
71 0.2651190444625813
74 1.0215627320724867
77 0.4033015229474622
79 0.6070777966276687
80 3.39316937706144
82 1.3240786851475657
query: What future is there for automatic medical diagnosis?

Document_ID Similarity
2 1.3290837568787521
7 1.0215627320724867
15 1.9201193622242385
16 1.0215627320724867
25 1.0215627320724867
36 4.859917966827112
41 1.0215627320724867
57 3.3840723916877744
53 1.4758455751393378
61 1.3290837568787521
69 2.4974083072118245
79 1.4758455751393378
70 1.3290837568787521
query: How much do information retrieval and dissemination systems, as well as 
automated libraries, cost?
Are they worth it to the researcher and to industry?

Document_ID Similarity
1 3.089994946684455
2 0.6684205674100434
6 3.8664597352560093
7 0.4033015229474622
3 0.4033015229474622
8 1.1421534876085144
4 1.1421534876085144
12 0.2651190444625813
14 1.1421534876085144
17 1.368196489650758
11 3.2046978492463314
20 0.5247073786516138
21 0.9648949667032956
22 0.2651190444625813
25 0.4033015229474622
26 2.2678618938628943
27 0.2651190444625813
30 0.2651190444625813
32 2.323420885171701
33 1.1421534876085144
34 1.1421534876085144
35 0.9902382498836048
36 1.4231340804243267
37 1.1421534876085144
38 1.6796218488195442
39 2.365087885243292
40 1.1421534876085144
43 1.7313423954565237
46 3.5399311953220254
47 3.006336018835631
49 1.4758455751393378
50 0.6070777966276687
51 1.527566121776317
52 0.5957252516065061
54 1.1421534876085144
59 0.9902382498836048
62 0.2651190444625813
64 0.32646181524495604
65 0.4033015229474622
66 0.5247073786516138
67 1.4758455751393378
69 1.4072725320710957
70 0.5247073786516138
71 1.4072725320710957
77 0.4033015229474622
79 0.6070777966276687
81 1.9032721806316035
82 0.4033015229474622
query: What systems incorporate multiprogramming or remote stations in information 
retrieval?  What will be the extent of their use in the future?

Document_ID Similarity
1 0.7284836523318202
2 0.6684205674100434
3 0.4033015229474622
7 0.4033015229474622
11 0.7284836523318202
12 0.2651190444625813
15 1.9201193622242385
18 5.410227590403806
17 4.269761258203472
20 0.5247073786516138
22 0.2651190444625813
25 0.4033015229474622
27 0.2651190444625813
32 0.4033015229474622
30 0.2651190444625813
36 1.6796218488195442
39 0.3010022650606039
43 0.6070777966276687
47 0.3010022650606039
50 0.6070777966276687
51 0.4033015229474622
52 0.5957252516065061
53 1.4758455751393378
54 3.662683461575803
62 0.2651190444625813
64 0.32646181524495604
65 0.4033015229474622
66 0.5247073786516138
69 1.740964619601919
70 0.5247073786516138
71 0.2651190444625813
77 0.4033015229474622
79 2.0829233717670066
82 0.4033015229474622
query: Means of obtaining large volume, high speed, customer usable            
information retrieval output.

Document_ID Similarity
2 0.2651190444625813
1 1.6796218488195442
7 1.4758455751393378
8 1.7206981919946789
12 0.2651190444625813
14 2.2386799612698574
15 1.9201193622242385
16 2.123895635904445
18 3.662683461575803
22 0.2651190444625813
32 1.9201193622242385
27 0.2651190444625813
30 0.2651190444625813
35 3.3840723916877744
39 0.3010022650606039
36 1.6796218488195442
42 4.6723893422733545
44 1.4758455751393378
47 0.3010022650606039
51 1.7206981919946789
58 1.9244744656748853
62 0.2651190444625813
64 0.32646181524495604
67 2.601071768495784
69 0.2651190444625813
71 0.2651190444625813
73 3.4003200408142233
78 2.442456234950064
79 2.442456234950064
query: What methods are there for encoding, automatically matching,            
and automatically drawing structures extended in two dimensions,        
like the structural formulas for chemical compounds?

Document_ID Similarity
4 0.6966115875593776
2 12.146513080528276
7 1.3290837568787521
9 1.4758455751393378
14 4.419142913799578
16 1.3290837568787521
22 0.6966115875593776
25 1.3290837568787521
30 1.0289797822679638
34 0.6966115875593776
41 2.02569534443813
48 2.1800028677222802
58 0.6966115875593776
61 1.7291778344490307
68 3.3840723916877744
69 3.2492031191029906
70 15.670747502860179
73 0.6966115875593776
75 0.9063125707418561
77 0.6966115875593776
78 0.6966115875593776
query: Techniques of machine matching and machine searching systems.
Coding and matching methods.

Document_ID Similarity
1 1.4310199493934699
3 0.4033015229474622
2 6.859717060801944
4 0.6966115875593776
6 1.1242645988288549
11 0.5247073786516138
7 0.4033015229474622
15 0.9207771622001034
16 2.4430145482462815
17 0.4033015229474622
18 1.667431263764945
19 0.9063125707418561
20 0.5247073786516138
22 3.284820013524426
25 0.4033015229474622
30 1.0289797822679638
27 1.667431263764945
32 0.4033015229474622
34 3.5027720416114247
40 1.5222373860461782
41 0.6966115875593776
42 1.8270897329419595
43 0.4033015229474622
44 1.1791398399824888
48 0.9902382498836048
50 0.4033015229474622
51 0.4033015229474622
52 0.5957252516065061
59 0.9902382498836048
65 1.1644202159705512
54 1.6818958552231926
58 0.6966115875593776
66 2.6940854685177076
64 0.7611186930230891
68 5.527044287912999
69 0.9207771622001034
70 3.3212359683935833
73 0.6966115875593776
75 1.8126251414837122
77 4.120542527392446
78 1.4577302805824668
79 1.1644202159705512
80 0.7611186930230891
82 1.3096140936893184
query: Testing automated information systems.

Document_ID Similarity
1 0.5247073786516138
2 0.4033015229474622
3 0.4033015229474622
7 0.4033015229474622
11 2.0106833256825203
17 0.4033015229474622
20 0.5247073786516138
25 0.4033015229474622
30 1.4758455751393378
32 0.4033015229474622
33 1.1421534876085144
34 1.1421534876085144
43 0.4033015229474622
44 1.4758455751393378
47 1.4859759470309066
50 0.4033015229474622
51 0.4033015229474622
52 0.5957252516065061
54 1.1421534876085144
65 2.323420885171701
66 0.5247073786516138
70 0.5247073786516138
71 2.6179990627478524
79 0.4033015229474622
77 0.4033015229474622
81 1.1421534876085144
80 2.1800028677222802
82 0.4033015229474622
query: The need to provide personnel for the information field.

Document_ID Similarity
3 1.7206981919946789
1 2.2386799612698574
4 1.7206981919946789
10 2.601071768495784
21 2.2386799612698574
37 1.7206981919946789
33 4.321769960490463
43 2.2386799612698574
76 1.7206981919946789
query: Automated information in the medical field.

Document_ID Similarity
10 2.601071768495784
34 1.1421534876085144
33 3.7432252561042985
54 1.1421534876085144
11 1.4859759470309066
47 1.4859759470309066
36 3.3840723916877744
57 3.3840723916877744
81 1.1421534876085144
query: Amount of use of books in libraries.  
Relation to need for automated information systems .                                         

Document_ID Similarity
1 1.7440651853957339
71 1.1421534876085144
2 0.4033015229474622
3 0.4033015229474622
7 0.4033015229474622
11 3.0009215755661254
17 1.1644202159705512
20 0.5247073786516138
25 0.4033015229474622
21 0.7611186930230891
29 2.064085620182688
30 2.685437305476368
32 0.4033015229474622
33 1.1421534876085144
34 1.1421534876085144
35 4.297027240653653
36 4.268262547877184
43 1.527566121776317
47 2.705333753775027
50 0.4033015229474622
51 1.527566121776317
52 0.5957252516065061
54 1.1421534876085144
59 0.9902382498836048
65 0.4033015229474622
66 0.5247073786516138
68 3.0489047411330636
70 0.5247073786516138
71 1.1421534876085144
77 0.4033015229474622
78 4.765261048132503
79 0.4033015229474622
81 3.9673578008142916
82 0.4033015229474622
query: Educational and training requirements for personnel in the information field.
Possibilities for this training.  Needs for programs providing this training.

Document_ID Similarity
1 2.705667590197931
3 6.634452617894263
6 1.9050869246184772
8 0.4669876289280735
4 1.7206981919946789
10 4.929334873329887
14 3.8988152181535503
16 0.6075649128394244
19 1.1421534876085144
15 0.4669876289280735
21 4.610754514816408
24 0.4669876289280735
26 3.662683461575803
30 1.1421534876085144
33 5.463923448098978
37 2.1876858209227525
43 4.477359922539715
45 2.372074553546551
46 0.4669876289280735
59 4.310526073265195
48 0.4669876289280735
66 0.4669876289280735
68 1.1421534876085144
69 0.4669876289280735
72 2.9455628622039587
76 2.8628516796031933
79 0.4669876289280735
query: International systems for exchange and dissemination of information.

Document_ID Similarity
3 0.4033015229474622
1 1.6668608662601283
2 0.4033015229474622
4 1.1421534876085144
6 3.5399311953220254
8 1.1421534876085144
7 0.4033015229474622
11 0.5247073786516138
13 5.370874610952736
14 1.1421534876085144
17 0.4033015229474622
20 0.5247073786516138
25 0.4033015229474622
33 1.4758455751393378
37 1.1421534876085144
32 0.4033015229474622
40 1.1421534876085144
43 0.4033015229474622
50 0.4033015229474622
51 0.4033015229474622
52 0.5957252516065061
53 3.3067889907700483
60 1.9201193622242385
66 2.5887929988343017
65 0.4033015229474622
69 1.1421534876085144
70 2.0005529537909514
72 1.4758455751393378
75 2.064085620182688
77 0.4033015229474622
79 0.4033015229474622
82 0.4033015229474622
query: Cost and determination of cost associated with systems of automated information.

Document_ID Similarity
2 0.4033015229474622
1 0.5247073786516138
3 0.4033015229474622
6 1.4758455751393378
7 0.4033015229474622
14 1.7206981919946789
11 2.0106833256825203
17 0.4033015229474622
20 0.5247073786516138
25 0.4033015229474622
32 2.9014344084563897
33 2.6179990627478524
34 1.1421534876085144
38 1.9201193622242385
43 0.4033015229474622
46 1.9201193622242385
47 1.4859759470309066
49 1.9201193622242385
50 0.4033015229474622
51 0.4033015229474622
52 0.5957252516065061
54 1.1421534876085144
60 1.9201193622242385
61 1.7206981919946789
65 0.4033015229474622
66 0.5247073786516138
67 1.9201193622242385
68 2.2386799612698574
69 1.7206981919946789
70 2.0005529537909514
71 1.1421534876085144
72 1.4758455751393378
77 0.4033015229474622
79 0.4033015229474622
81 1.1421534876085144
82 0.4033015229474622
query: Computerized information retrieval systems.  Computerized indexing systems.

Document_ID Similarity
1 0.8864363122521746
2 0.789826423114195
3 0.5247073786516138
6 1.075672791818106
7 0.5247073786516138
8 0.5442346247066419
11 0.8864363122521746
12 0.2651190444625813
14 0.5442346247066419
15 1.0357274648535282
17 0.7284836523318202
20 0.6826600385719681
22 0.8093536691692231
25 0.5247073786516138
28 0.8718965181378995
27 0.2651190444625813
30 1.0690195761711405
32 0.5247073786516138
36 4.606555962764351
39 0.3010022650606039
41 0.5442346247066419
43 0.7284836523318202
44 0.5442346247066419
47 0.3010022650606039
48 3.9283070163944163
50 0.7284836523318202
51 0.5247073786516138
52 0.7750564215145368
57 0.5442346247066419
58 1.007676805388766
61 0.8039005317085594
64 0.32646181524495604
62 0.2651190444625813
66 0.6826600385719681
65 1.3966038967895131
67 0.7080655714222708
69 0.2651190444625813
70 0.6826600385719681
71 0.2651190444625813
77 0.5247073786516138
79 0.7284836523318202
82 0.5247073786516138
query: Computerized information systems in fields related to chemistry.

Document_ID Similarity
1 0.5247073786516138
3 0.4033015229474622
2 0.4033015229474622
7 0.4033015229474622
11 0.5247073786516138
20 0.5247073786516138
10 2.601071768495784
17 0.4033015229474622
25 0.4033015229474622
32 0.4033015229474622
33 2.601071768495784
36 3.3840723916877744
43 0.4033015229474622
48 2.601071768495784
50 0.4033015229474622
52 0.5957252516065061
51 0.4033015229474622
65 0.4033015229474622
66 0.5247073786516138
70 0.5247073786516138
77 0.4033015229474622
79 0.4033015229474622
82 0.4033015229474622
query: Specific advantages of computerized index systems.

Document_ID Similarity
1 3.125779147147398
2 0.4033015229474622
7 0.4033015229474622
3 0.4033015229474622
11 0.5247073786516138
17 0.4033015229474622
8 2.2386799612698574
22 1.7206981919946789
25 0.4033015229474622
32 0.4033015229474622
36 3.3840723916877744
43 0.4033015229474622
48 2.601071768495784
49 1.7206981919946789
50 0.4033015229474622
20 0.5247073786516138
51 0.4033015229474622
52 0.5957252516065061
60 1.7206981919946789
63 2.601071768495784
65 0.4033015229474622
66 0.5247073786516138
70 0.5247073786516138
77 0.4033015229474622
79 0.4033015229474622
82 0.4033015229474622
query: Information dissemination by journals and periodicals.

Document_ID Similarity
1 1.1421534876085144
6 1.4758455751393378
4 2.3756320948661696
8 1.1421534876085144
11 3.436127525304153
14 1.1421534876085144
17 1.0864325876595748
19 0.835055756808369
33 1.4758455751393378
35 0.835055756808369
37 1.1421534876085144
40 1.9772092444168834
46 0.835055756808369
57 2.601071768495784
60 1.9201193622242385
69 1.9772092444168834
70 1.4758455751393378
72 1.4758455751393378
74 0.835055756808369
81 0.835055756808369
query: Information systems in the physical sciences.

Document_ID Similarity
3 1.3096140936893184
1 0.5247073786516138
2 0.4033015229474622
6 1.4758455751393378
7 0.4033015229474622
11 0.5247073786516138
10 1.0289797822679638
17 0.4033015229474622
20 0.5247073786516138
21 1.0289797822679638
32 0.4033015229474622
25 0.4033015229474622
33 1.4758455751393378
40 0.6966115875593776
45 0.9063125707418561
43 1.5193150768717967
46 1.0289797822679638
50 0.4033015229474622
51 0.4033015229474622
52 0.5957252516065061
57 0.9063125707418561
60 6.489115394541898
65 0.4033015229474622
66 0.5247073786516138
67 0.9063125707418561
70 2.0005529537909514
72 2.1724571626987155
77 0.4033015229474622
74 0.6966115875593776
79 0.4033015229474622
82 0.4033015229474622
query: Attempts at computerized and mechanized systems for general libraries.
Problems and methods of automated general author and title indexing systems.

Document_ID Similarity
1 4.266410994625227
2 1.2213189662109913
4 0.6966115875593776
3 0.5247073786516138
6 0.8718965181378995
7 0.5247073786516138
8 0.5442346247066419
9 3.622634500568271
11 5.523267384795619
14 0.5442346247066419
15 4.742727502402383
16 1.6779768250957063
17 3.3499116918573906
19 1.0215627320724867
18 1.0215627320724867
20 0.6826600385719681
21 0.7611186930230891
22 1.2408462122660193
25 0.5247073786516138
26 1.6779768250957063
28 0.8718965181378995
29 2.183098181478528
30 1.8328803139765233
32 0.5247073786516138
33 1.1421534876085144
34 1.838765075167892
35 0.9902382498836048
36 4.603430198431894
38 2.064085620182688
41 1.2408462122660193
43 1.6489719774804685
44 0.5442346247066419
46 2.064085620182688
47 7.385840242465379
48 3.145306393202426
50 1.5462701107241004
51 4.590654071777194
52 0.7750564215145368
54 1.1421534876085144
57 0.5442346247066419
58 1.500512119267937
60 4.27904859359149
59 0.9902382498836048
61 0.8039005317085594
62 2.364393149309139
65 1.3966038967895131
66 1.7042227706444548
67 0.7080655714222708
69 4.749522925659056
70 1.3792716261313456
71 1.1421534876085144
73 0.6966115875593776
77 1.2213189662109913
75 0.9063125707418561
78 0.6966115875593776
79 2.20268420374732
81 1.9032721806316035
82 0.5247073786516138
query: Retrieval systems which provide for the automated transmission of information 
to the user from a distance.

Document_ID Similarity
1 4.256893159183253
3 1.693031068529038
2 0.6684205674100434
4 1.7206981919946789
7 0.4033015229474622
11 2.2144595993627267
12 0.2651190444625813
14 1.2897295455815758
17 0.6070777966276687
18 2.601071768495784
20 0.5247073786516138
22 0.2651190444625813
25 0.4033015229474622
27 0.2651190444625813
30 0.2651190444625813
32 0.4033015229474622
33 2.8628516796031933
34 1.1421534876085144
37 1.7206981919946789
39 0.3010022650606039
43 0.6070777966276687
47 1.7869782120915105
50 0.6070777966276687
52 0.5957252516065061
51 0.4033015229474622
54 1.1421534876085144
58 1.4935058192617823
62 1.554848590044157
64 0.32646181524495604
65 0.4033015229474622
66 0.5247073786516138
70 0.5247073786516138
69 0.2651190444625813
71 1.4072725320710957
73 2.8048480421759905
77 0.4033015229474622
79 0.6070777966276687
80 1.2897295455815758
81 1.1421534876085144
82 0.4033015229474622
query: Methods of coding used in computerized index systems.

Document_ID Similarity
2 1.0999131105068398
3 0.4033015229474622
1 0.5247073786516138
4 0.6966115875593776
7 0.4033015229474622
11 0.5247073786516138
15 0.9207771622001034
16 0.9207771622001034
17 0.4033015229474622
20 0.5247073786516138
22 1.617388749759481
25 0.4033015229474622
30 1.0289797822679638
32 0.4033015229474622
34 1.617388749759481
36 3.3840723916877744
41 0.6966115875593776
42 0.9207771622001034
43 0.4033015229474622
50 0.4033015229474622
48 2.601071768495784
51 0.4033015229474622
52 0.5957252516065061
54 0.9207771622001034
58 0.6966115875593776
65 0.4033015229474622
66 0.5247073786516138
69 0.9207771622001034
70 2.1420961284110946
75 0.9063125707418561
73 0.6966115875593776
77 2.0206902727069433
78 0.6966115875593776
79 0.4033015229474622
82 0.4033015229474622
query: Government supported agencies and projects dealing with information dissemination.



Document_ID Similarity
1 1.1421534876085144
4 1.1421534876085144
8 1.1421534876085144
14 1.1421534876085144
13 4.665157388678471
21 1.1421534876085144
24 4.665157388678471
36 1.1421534876085144
37 1.1421534876085144
40 1.1421534876085144
42 1.1421534876085144
46 7.749731177102493
50 1.1421534876085144
67 1.1421534876085144
69 1.1421534876085144
72 2.601071768495784
74 1.1421534876085144
78 2.064085620182688
